,Name,Club_Position,Height,Weight
12391,Sayyaf Al Bishi,defensa,177,66
12396,Tom Aldred,defensa,188,84
12399,Joss Labadie,central,188,89
12401,Francesco Di Tacchio,central,186,81
12403,Peter Hackenberg,defensa,196,88
12405,Matteo Bruscagin,central,184,77
12408,Chris Clements,central,175,66
12412,William Jidayi,defensa,188,87
12413,Kristian Dennis,ataque,180,75
12414,Igor Gorbatenko,central,170,68
12417,Robin Nilsson,central,184,80
12422,Bira Dembélé,defensa,191,87
12429,Nathan Delfouneso,ataque,186,78
12431,Rolf Daniel Vikstøl,defensa,184,78
12433,Simone Palermo,central,181,77
12437,Johan Oremo,ataque,187,81
12439,Michael Almebäck,defensa,184,83
12442,Michael Woods,central,183,79
12443,Gary Sawyer,defensa,183,67
12448,Phil Edwards,defensa,173,71
12449,Mike Jones,central,183,78
12451,Nedeljko Malić,defensa,194,85
12452,Daryl Smylie,ataque,185,75
12453,Emin Nouri,defensa,181,75
12455,Philipp Muntwiler,central,183,80
12456,Kim Tae Youn,defensa,181,76
12458,Henrik Luggenes Furebotn,central,170,60
12459,Shane Smeltz,ataque,185,80
12460,Wayne Brown,central,175,78
12461,Darren Jones,defensa,180,91
12462,Lewin Nyatanga,defensa,188,80
12463,Matti Lund Nielsen,central,184,74
12464,Kyel Reid,central,178,79
12465,Calvin Andrew,central,188,82
12466,Michael Raynes,defensa,193,76
12467,Gary Miller,defensa,185,71
12468,Roy O'Donovan,ataque,179,64
12469,Shaun Miller,ataque,173,71
12470,Joel Byrom,central,183,78
12472,Danny Grainger,defensa,177,78
12473,Shaun Whalley,central,176,67
12477,Gary Dicker,central,183,81
12481,Dawid Sołdecki,defensa,185,78
12483,Tony Craig,defensa,185,79
12485,Mat Sadler,defensa,182,74
12489,John Russell,central,172,70
12495,George Elokobi,defensa,180,96
12497,Jens Portin,defensa,188,88
12498,Ryan Lowe,ataque,180,72
12500,Rory Patterson,ataque,181,85
12506,Dioh Williams,ataque,184,72
12509,David Fox,central,176,77
12511,Richard Foster,defensa,176,73
12512,Zander Diamond,defensa,189,73
12520,Christian Keller,central,184,82
12521,Paul Green,central,170,77
12537,Sherif Hazem,defensa,185,79
12552,Freddy Flórez,central,178,62
12554,Joaquín Aguirre,central,181,77
12572,Gerardo Arteaga,defensa,173,61
12579,Lonsana Doumbouya,ataque,193,88
12595,Waleed Hezam Al Anazi,central,168,58
12598,Khaled Dakhil Al Anazi,ataque,163,50
12609,Mario Briceño,ataque,180,75
12623,Ivan Oblyakov,central,175,74
12625,Toni Martínez,ataque,180,70
12630,Jordan Pierre-Charles,defensa,182,71
12631,Przemysław Szymiński,defensa,184,71
12655,Riley McGree,central,178,72
12663,Toshiki Ishikawa,central,174,66
12669,Yuki Hashizume,central,175,65
12670,Ryo Shinzato,defensa,184,70
12673,Jun Suzuki,central,170,68
12675,Kim Hyun Hun,defensa,184,77
12676,Mizuki Hamada,defensa,186,83
12686,Hiroyuki Komoto,defensa,183,72
12687,Akito Fukuta,central,170,65
12692,Shohei Ogura,central,175,67
12695,Kazunari Ono,defensa,180,75
12697,Sergio Sagarzazu,central,174,70
12699,Salvatore Monaco,defensa,192,80
12702,Kengo Kawamata,ataque,184,75
12704,Usman Sani Sale Hassan,central,179,69
12706,Naoki Ishihara,ataque,173,62
12710,Dzenis Kozica,central,180,70
12711,Mathias Honsak,central,188,78
12713,Felix Uduokhai,defensa,192,78
12719,Ken Kallaste,defensa,182,80
12720,Damián Arce,central,178,71
12726,Abdulmohsen Fallatah,defensa,184,68
12732,Feiver Mercado,ataque,174,74
12737,Yasmani Duk,ataque,178,74
12746,Aiden O'Neill,central,178,70
12747,Joe Quigley,ataque,193,83
12768,Luis Paezinho,defensa,182,75
12778,Callum Connolly,central,183,70
12790,Søren Reese,defensa,180,71
12793,Ignacio Rivero,central,182,71
12796,Jorge Segura,defensa,187,80
12798,Francisco Sierralta,defensa,190,83
12802,Omar Mohammed Muzayil,defensa,168,60
12811,Lukas Fröde,central,192,85
12815,Lee Tae Hee,defensa,183,75
12818,Óscar Balanta,central,184,75
12822,Renzo Spinaci,central,177,68
12823,Pablo Aranguiz,ataque,172,65
12830,Ángel González,central,169,70
12831,Mateo Palacios,ataque,175,70
12832,Jacob Poscoliero,defensa,175,70
12834,Brayan Rovira,central,177,78
12842,Jacopo Petriccione,central,180,75
12845,Liam Rose,defensa,175,73
12848,Adam Örn Arnarson,defensa,180,73
12850,Bonke Innocent,central,180,74
12855,Bálint Vécsei,central,185,82
12858,Łukasz Moneta,central,172,70
12859,Tomasz Mokwa,central,181,77
12863,Naif Mousa Mohammed,central,166,68
12869,Lukas Jäger,central,183,76
12873,Mikey Devlin,defensa,188,79
12874,François-Xavier Fumu Tamuzo,ataque,180,73
12880,Talal Majrashi,central,176,60
12884,Cristian Buonaiuto,ataque,179,68
12887,Maodo Malick Mbaye,central,185,75
12889,Camilo Pontoni,central,172,64
12890,Lee Chan Dong,central,183,80
12895,Sultan Al Sharif,central,174,74
12900,Victor Sköld,ataque,181,80
12901,Morten Ågnes Konradsen,central,176,72
12906,Mikkel Kallesøe,central,193,80
12908,Raphael Branco,defensa,188,84
12920,David Wheeler,central,180,76
12936,Ben Purrington,defensa,178,73
12937,Wesam Waheeb Mudhaya,ataque,161,56
12938,Jeppe Grønning,central,180,67
12939,Glen Rea,central,184,73
12941,Abdallah Ndour,defensa,186,70
12948,Dalibor Pleva,defensa,181,78
12956,Andrés Ricaurte,central,182,70
12959,Jesús Arrieta,ataque,182,78
12960,Niccoló Belloni,central,176,68
12964,Scott Harrison,defensa,183,78
12972,Godsway Donyoh,ataque,179,71
12975,Richard Brindley,central,178,77
12976,Awer Mabil,central,179,65
12981,Mikkel Desler,defensa,187,77
12982,Sondre Tronstad,central,173,70
12991,Greg Leigh,central,181,73
13002,Waleed Mojammami,defensa,175,70
13003,Jamaan Ibrahim Al Dawsari,defensa,175,70
13005,Frederik Møller,defensa,180,75
13006,Lee Woo Hyeok,central,185,78
13010,Andreas Kuen,central,175,72
13012,Jack King,defensa,183,75
13013,Ryan McLaughlin,defensa,174,69
13015,Janoi Donacien,defensa,183,75
13017,Simon Grether,defensa,178,77
13020,Majed Hazazi,defensa,161,59
13021,Freddie Ladapo,ataque,187,79
13022,Kieron Morris,central,178,71
13024,Ryan Edwards,defensa,188,76
13025,Jordan Moore-Taylor,defensa,178,83
13026,Héctor Cuevas,ataque,186,81
13027,Jon Guthrie,defensa,192,82
13029,Matthew Pearson,defensa,190,72
13031,Brennan Dickenson,central,183,81
13032,Oh Ban Seok,defensa,189,81
13035,Kristinn Steindórsson,ataque,177,70
13038,Henri Anier,ataque,183,83
13039,Jon Helge Tveita,central,184,80
13048,Kurtis Guthrie,ataque,191,70
13049,Mergim Brahimi,central,172,65
13050,Daniel Schütz,central,169,66
13059,Mickaël Barreto,central,174,63
13065,Sonny Bradley,defensa,196,90
13068,Daniel Devine,defensa,188,75
13069,Dominic Vose,central,178,76
13071,Anders Bååth,central,186,84
13072,Haydn Hollis,defensa,193,86
13074,Guðmundur Kristjánsson,central,180,82
13075,Paul McCallum,ataque,191,75
13076,Michael Harriman,defensa,167,74
13078,Im Ha Ram,defensa,186,87
13081,Eirik Birkelund,central,179,77
13083,Mikkel Engvang Cramer,defensa,184,84
13087,Alessandro Salvi,defensa,183,76
13089,Clark Robertson,defensa,188,76
13092,Ryan Connolly,ataque,173,66
13094,Marcus Vinícius,central,182,72
13095,Jonas Lindberg,ataque,177,70
13097,Robbie Benson,ataque,175,77
13103,Josh Rose,defensa,179,76
13104,Kristoffer Barmen,central,190,76
13105,Nicky Low,central,168,65
13106,Jake Jervis,central,191,82
13111,Adolfo Machado,defensa,182,71
13113,John Dunleavy,defensa,183,71
13115,Ryang Yong Gi,central,173,72
13117,Cristian Montano,central,180,76
13118,Jordan Cook,ataque,175,80
13119,Troy Brown,defensa,185,77
13120,James Hanson,ataque,193,78
13125,Hwang Jae Hun,defensa,178,71
13126,Sultan Khalef Al Beshi,defensa,174,68
13127,Sean McConville,central,180,74
13128,Hakeem Araba,ataque,191,102
13131,Dane Massey,defensa,183,74
13132,Bartosz Rymaniak,defensa,189,80
13137,David Ball,ataque,183,75
13140,Michael Görlitz,defensa,171,73
13142,Marcus Diniz,defensa,182,80
13144,Florian Hart,defensa,178,72
13146,Jesper Florén,defensa,179,75
13148,Thomas Salamon,defensa,175,70
13149,Seámus Conneely,central,175,68
13151,Sebastian Rajalakso,central,187,82
13152,Graham Cummins,ataque,178,75
13153,Stephan Palla,defensa,173,73
13155,Will Atkinson,central,178,67
13158,James Dunne,central,180,76
13159,Callum Kennedy,defensa,185,80
13162,Ian Bermingham,defensa,177,73
13167,Nicky Featherstone,central,170,71
13175,Colin Daniel,ataque,180,73
13182,Gary McCabe,central,170,75
13184,Conan Byrne,ataque,180,74
13185,Craig Curran,ataque,175,74
13187,Rafał Grzelak,central,187,83
13190,Jim McNulty,defensa,183,77
13191,Stefan Glarner,defensa,177,74
13196,Michael Collins,central,183,74
13204,Myles Weston,ataque,180,75
13205,Charlie Lee,central,175,79
13206,Mark Hughes,defensa,188,83
13207,Alan Sheehan,defensa,180,71
13209,Sylvan Ebanks-Blake,ataque,173,92
13211,Pat Cregg,central,175,65
13214,Conor Kenna,defensa,181,75
13216,Carl Tremarco,central,180,78
13218,Tim Clancy,defensa,180,80
13219,Mark Roberts,defensa,185,71
13220,Scott Boyd,defensa,188,75
13222,Paweł Sasin,defensa,177,67
13225,Tom Soares,central,183,72
13227,Scott Vernon,ataque,185,73
13228,Craig Mackail-Smith,ataque,178,78
13229,Cezary Stefańczyk,defensa,185,81
13234,Alan Bennett,defensa,188,85
13238,Keisuke Tsuboi,defensa,179,70
13239,Antony Kay,defensa,180,85
13241,Lasse Kryger,central,188,75
13242,Nicky Hunt,defensa,185,86
13245,Craig Woodman,defensa,175,68
13246,Paweł Abbott,ataque,189,92
13262,Alan Franco,defensa,180,77
13271,Akihiro Hyodo,central,180,73
13272,Genta Miura,defensa,183,77
13319,Muhanna Al Enazi,central,162,58
13321,Sultan Al Mutairi,defensa,181,72
13325,Emmanuel Oti,central,170,65
13330,Diadie Samassekou,central,177,70
13341,Yair Ibargüen,defensa,182,79
13346,Ramón García,central,172,63
13350,Nico Rieble,defensa,183,80
13356,Michał Marcjanik,defensa,186,83
13357,Danijel Petrovic,defensa,185,80
13377,Gonzalo Escobar,defensa,171,70
13397,Sei Muroya,defensa,174,65
13400,Yuta Narawa,central,172,65
13401,Yohei Otake,central,166,63
13406,Tom Siwe,defensa,174,68
13408,Yusuke Kobayashi,central,172,60
13411,Kento Hashimoto,central,181,74
13417,Yoshiaki Ota,central,176,68
13421,Ryo Hatsuse,central,175,64
13422,Masaru Kato,central,175,70
13426,Toshiyuki Takagi,central,170,64
13430,Henrik Robstad,defensa,184,75
13434,Trent Buhagiar,central,178,65
13436,Akseli Pelvas,central,185,80
13461,Silvan Hefti,defensa,182,78
13463,Mousa Madkhali,ataque,176,69
13469,João Barnierie,ataque,177,73
13472,Lúcio Calegario,central,179,79
13475,Thomas Robinet,ataque,180,72
13477,Jonathan Sabbatini,central,175,71
13485,Felipe Saavedra,defensa,172,67
13493,Kevin Holt,defensa,185,70
13502,Jake McGing,central,184,74
13509,Michael Gómez,ataque,180,70
13511,Ryan Nyambe,defensa,182,76
13513,Mohammed Abdu Khubrani,defensa,180,68
13517,Fabian Kalig,defensa,180,77
13519,Mërgim Vojvoda,defensa,186,78
13523,Oniel Fisher,defensa,175,70
13524,Josh Cullen,central,175,70
13531,Thomas Juel-Nielsen,defensa,189,85
13535,Roy Gelmi,central,188,78
13541,Franco Soldano,ataque,177,74
13542,Stipe Vrdoljak,central,184,73
13543,David Atanga,central,176,66
13545,Sebastian Saucedo,central,170,66
13553,Ryan Sweeney,defensa,193,87
13555,Matthias Bader,defensa,176,73
13567,Ben Thompson,central,180,78
13572,Massimiliano Gatto,ataque,182,74
13574,Krystian Bielik,defensa,189,78
13577,Axel Borgmann,defensa,179,75
13580,Gethin Jones,defensa,183,72
13581,Maximiliano González,central,178,71
13582,Ferney Otero,ataque,179,70
13584,Jørgen Kolstad,central,179,74
13587,Pedro Chirivella,central,178,66
13598,Vadim Steklov,central,170,70
13608,Connor Dimaio,central,177,72
13609,Daniel Edvardsen,defensa,182,80
13610,Jeison Ángulo,defensa,182,74
13614,Aaron Long,defensa,185,78
13615,Christoffer Carlsson,central,172,73
13622,Francisco Arancibia,ataque,170,62
13630,Per Karlsson,defensa,180,77
13634,George Thomas,ataque,173,76
13643,Runar Espejord,ataque,188,81
13644,Nicolás Pantaleone,defensa,179,77
13645,Joshua Nadeau,defensa,184,85
13649,Dmitriy Osipov,defensa,192,72
13650,Jorge Grant,central,175,73
13655,Alex Gilliead,central,183,70
13661,Thomas Zündel,central,177,74
13663,Ezequiel Parnisari,defensa,184,79
13664,Krzysztof Danielewicz,central,182,76
13673,Juan Rodríguez,ataque,180,70
13675,Fabio Castillo,defensa,174,70
13677,Esteban Espíndola,defensa,175,73
13678,Ryan Haynes,defensa,184,68
13679,Tor Andre Aasheim,ataque,184,75
13680,Bjørn Inge Utvik,defensa,182,74
13685,Stephen O'Donnell,defensa,188,89
13687,Connor Pain,central,175,68
13691,Kim Gyeong Min,central,185,80
13696,Jung Bin Park,ataque,177,74
13697,Hakeeb Adelakun,central,190,75
13698,Paul Arnold Garita,ataque,187,89
13702,Andreas Hollingen,central,175,65
13703,Mark O'Hara,central,183,72
13706,Husam Al Jadani,defensa,186,75
13709,Mohammed Al Amri,defensa,175,67
13719,Ibrahim Al Zubaidi,defensa,172,60
13722,Kieran Sadlier,central,178,66
13726,Dan Butler,central,175,75
13730,Sultan Al Yami,defensa,174,70
13733,Ahmad Mohammed Abbas,ataque,178,70
13740,Luke Byrne,defensa,181,75
13741,Lee Jun Ho,defensa,180,75
13742,Park Se Jik,central,178,79
13744,Wesley Jobello,central,179,68
13745,Semi Ajayi,defensa,193,83
13748,Ryan Edwards,central,170,73
13750,Gearóid Morrissey,central,183,81
13761,Tom Nichols,ataque,178,75
13762,Hugo Silva,defensa,176,77
13763,Davit Skhirtladze,ataque,186,81
13765,Oliver Turton,defensa,180,75
13770,Elton Monteiro,defensa,192,82
13771,Elliott Johnson,defensa,178,77
13772,Josh Ruffels,central,178,75
13773,Alex Rodman,central,188,80
13776,Billy Clifford,ataque,170,66
13778,Tom Barkhuizen,ataque,175,70
13784,Tonny Brochmann,central,171,67
13788,Taylor Regan,defensa,185,80
13790,Kevin Dawson,central,179,80
13791,Anthony Flood,ataque,191,83
13792,Mark Cullen,ataque,175,75
13794,Craig Clay,central,180,73
13799,Lennard Adjetey Sowah,defensa,187,82
13801,Pavel Komolov,central,175,67
13802,Omar Beckles,defensa,191,78
13805,Mark O'Brien,defensa,180,77
13806,Ján Greguš,central,189,70
13809,Ollie Clarke,central,180,77
13811,Daniel Kearns,central,178,73
13812,Andre Blackman,defensa,181,75
13814,Tomohiko Miyazaki,defensa,170,68
13815,Shoki Hirai,ataque,179,72
13817,Fraser Franks,defensa,183,69
13824,Daniel Johansson,defensa,185,82
13826,Matt Godden,ataque,185,78
13827,David McAllister,central,178,74
13830,Bobby Grant,ataque,180,76
13831,Matthew Briggs,defensa,183,76
13832,Lorcan Fitzgerald,defensa,173,69
13833,Dean Winnard,defensa,175,65
13836,Robbie Weir,central,175,73
13837,Vinny Faherty,ataque,178,69
13839,Jimmy Smith,central,184,78
13844,Stefan Larsson,defensa,182,78
13852,Anders Randrup,defensa,179,73
13857,Jeppe Brandrup,defensa,180,76
13861,Derek Pender,defensa,177,75
13862,Maciej Szmatiuk,defensa,190,83
13863,Stefan Rodevåg,ataque,183,82
13868,Michael Nelson,defensa,188,76
13880,Raffaele Cretaro,ataque,165,66
13881,Craig Disley,central,180,70
13885,Chris Porter,ataque,185,83
13900,Edgardo Rito,defensa,166,63
13901,Edwin Peraza,defensa,183,78
13910,Dennis Lippert,defensa,172,63
13914,Nikita Gvineyskiy,central,177,70
13941,Alexandr Sobolev,ataque,195,85
13993,Bandar Al Mutairi,central,168,50
13997,Jorge Faúndez,defensa,178,70
14001,Emanuele Ndoj,central,178,70
14027,Kristian Dirks Riis,defensa,189,84
14034,Shaun Pearson,defensa,183,78
14036,Sergey Podoksenov,ataque,166,62
14057,Luca Germoni,defensa,175,65
14067,Hong Joon Ho,defensa,190,77
14072,Tsuyoshi Shimamura,defensa,183,76
14083,Masaru Matsuhashi,central,173,69
14086,Masashi Kamekawa,defensa,177,68
14087,Yuki Saneto,defensa,179,73
14090,Hayao Kawabe,central,178,70
14100,Ryuji Izumi,ataque,173,72
14106,Moses Ogbu,ataque,185,77
14116,Brendan Hines-Ike,defensa,185,77
14139,Fabián Henríquez,central,185,74
14141,Charles Traoré,defensa,180,74
14147,Brandon Wilson,central,185,80
14151,Ángelo Araos,central,174,63
14157,Neviano Neves,central,188,79
14171,Emiliano Ozuna,central,172,76
14187,Julen Etxabeguren,defensa,189,83
14201,Tyler Roberts,ataque,180,75
14204,José Luis Díaz,defensa,180,76
14205,Kevin O'Connor,defensa,180,75
14208,Peter Wilson,ataque,182,74
14215,Lachlan Jackson,defensa,194,83
14224,Fredrik Krogstad,central,181,80
14237,Fahad Ibrahim Bin Munyif,defensa,180,68
14252,Colm Horgan,defensa,174,72
14266,Charlie Colkett,central,176,65
14280,Craig Wighton,central,185,72
14298,Stephen Dooley,central,180,80
14302,Benjaloud Youssouf,defensa,176,71
14322,Petar Golubović,defensa,179,73
14324,Yu Cheong Yun,defensa,184,76
14326,Ronald Mukiibi,central,188,80
14330,Eoghan O'Connell,defensa,185,80
14344,Harrison McGahey,defensa,187,85
14349,Kamil Dankowski,defensa,177,67
14350,Alhaji Gero,ataque,189,80
14353,Ryan Bird,ataque,193,79
14357,Max Müller,defensa,190,88
14364,Liam Shephard,defensa,178,67
14369,Luke O'Nien,central,174,74
14370,Jonas Thorsen,defensa,185,77
14372,Filip Sachpekidis,central,180,76
14377,Álex Portillo,defensa,180,72
14379,Jake Hessenthaler,central,176,64
14384,Thomas Lehne Olsen,central,187,78
14386,Joe Rothwell,central,185,77
14392,Brad Walker,defensa,186,80
14394,Im Seong Teak,central,178,72
14398,Ahmed Mohammed Krenshi,central,172,72
14400,Jordan Jones,central,174,61
14405,Dylan Connolly,central,176,69
14408,Dominic Gape,central,180,70
14409,Patryk Stępiński,defensa,176,70
14412,Marcus Fraser,defensa,182,70
14413,Enock Kwakwa,central,169,61
14416,Abdullah Al Dawsari,defensa,180,83
14417,Dramane Konate,defensa,184,74
14418,Dennis Olsson,defensa,182,73
14419,Mohammed Salem,defensa,178,82
14423,Craig Roddan,central,175,72
14428,Yahya Kaabi,defensa,173,62
14433,Garry Buckley,central,185,75
14437,John Mountney,central,184,73
14438,Gavan Holohan,central,180,75
14444,Aaron Phillips,defensa,171,70
14447,Paddy Barrett,defensa,181,71
14451,Barry McNamee,ataque,173,69
14452,Anton Forrester,ataque,183,76
14453,Matthew Dolan,central,175,70
14455,Nana Welbeck,central,179,71
14456,Yann Songo'o,central,185,77
14466,Ben Heneghan,defensa,191,79
14468,Christopher Routis,central,186,84
14469,Harry Pell,central,193,85
14470,Richárd Magyar,defensa,191,84
14472,Sean Houston,central,191,83
14475,Tom Miller,defensa,176,72
14482,Nicolas Gétaz,central,182,75
14483,Thomas Konrad,defensa,186,80
14484,Josh Payne,central,183,74
14488,Dejan Sorgić,ataque,177,70
14489,Mark Byrne,central,175,70
14491,Lewis Young,defensa,175,61
14493,Billy Bingham,central,180,71
14498,Jason Hoffman,defensa,189,75
14511,Sean Rigg,ataque,175,77
14513,Luke Joyce,central,180,76
14516,Fulvio Sulmoni,defensa,181,71
14520,Gavin Peers,defensa,180,79
14522,Steven Schumacher,central,183,73
14524,Zesh Rehman,defensa,189,82
14525,Danny Pugh,central,183,76
14528,Ivan Ershov,central,172,70
14537,Matt Bloomfield,central,173,73
